"ANNEE","C_REGION","L_REGION","C_DEPT","N_DEPT","C_TYP_REG_DECHET","L_TYP_REG_DECHET","TONNAGE_T","VA_POPANNEE","RATIO_KG_HAB"
"2015","75","Nouvelle-Aquitaine","23","Creuse","08B","Emballages, journaux-magazines",6587.7,120365,54.73
"2015","75","Nouvelle-Aquitaine","23","Creuse","08C","Verre",4202.54,120365,34.91
"2015","75","Nouvelle-Aquitaine","24","Dordogne","08A","Ordures ménagères résiduelles",97068.56,415417,233.67
"2015","75","Nouvelle-Aquitaine","24","Dordogne","08B","Emballages, journaux-magazines",22464.9,415417,54.08
"2015","75","Nouvelle-Aquitaine","24","Dordogne","08C","Verre",18852.16,415417,45.38
"2015","75","Nouvelle-Aquitaine","24","Dordogne","08D","Déchets de produits alimentaires",0,415417,0
"2015","75","Nouvelle-Aquitaine","33","Gironde","08A","Ordures ménagères résiduelles",377077.97,1548478,243.52
"2015","75","Nouvelle-Aquitaine","33","Gironde","08B","Emballages, journaux-magazines",86836.47,1548478,56.08
"2015","75","Nouvelle-Aquitaine","33","Gironde","08C","Verre",46995.67,1548478,30.35
"2015","75","Nouvelle-Aquitaine","33","Gironde","08D","Déchets de produits alimentaires",1447,1548478,0.93
"2015","75","Nouvelle-Aquitaine","40","Landes","08A","Ordures ménagères résiduelles",130013.52,403234,322.43
"2015","75","Nouvelle-Aquitaine","40","Landes","08B","Emballages, journaux-magazines",17389.4,403234,43.12
"2015","75","Nouvelle-Aquitaine","40","Landes","08C","Verre",13686.15,403234,33.94
"2015","75","Nouvelle-Aquitaine","40","Landes","08D","Déchets de produits alimentaires",281,403234,0.7
"2015","75","Nouvelle-Aquitaine","47","Lot-et-Garonne","08A","Ordures ménagères résiduelles",87166.01,333417,261.43
"2015","75","Nouvelle-Aquitaine","47","Lot-et-Garonne","08B","Emballages, journaux-magazines",14655.65,333417,43.96
"2015","75","Nouvelle-Aquitaine","47","Lot-et-Garonne","08C","Verre",9175.77,333417,27.52
"2015","75","Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","08A","Ordures ménagères résiduelles",171100.39,670032,255.36
"2015","75","Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","08B","Emballages, journaux-magazines",32514.52,670032,48.53
"2015","75","Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","08C","Verre",22475.76,670032,33.54
"2015","75","Nouvelle-Aquitaine","64","Pyrénées-Atlantiques","08D","Déchets de produits alimentaires",292,670032,0.44
"2015","75","Nouvelle-Aquitaine","79","Deux-Sèvres","08A","Ordures ménagères résiduelles",72578.78,374435,193.84
"2015","75","Nouvelle-Aquitaine","79","Deux-Sèvres","08B","Emballages, journaux-magazines",18122.16,374435,48.4
"2015","75","Nouvelle-Aquitaine","79","Deux-Sèvres","08C","Verre",13454.02,374435,35.93
"2015","75","Nouvelle-Aquitaine","79","Deux-Sèvres","08D","Déchets de produits alimentaires",107.1,374435,0.29
"2015","75","Nouvelle-Aquitaine","86","Vienne","08A","Ordures ménagères résiduelles",91307.57,434887,209.96
"2015","75","Nouvelle-Aquitaine","86","Vienne","08B","Emballages, journaux-magazines",21826.72,434887,50.19
"2015","75","Nouvelle-Aquitaine","86","Vienne","08C","Verre",15076.04,434887,34.67
"2015","75","Nouvelle-Aquitaine","86","Vienne","08D","Déchets de produits alimentaires",148,434887,0.34
"2015","75","Nouvelle-Aquitaine","87","Haute-Vienne","08A","Ordures ménagères résiduelles",84839.64,375795,225.76
"2015","75","Nouvelle-Aquitaine","87","Haute-Vienne","08B","Emballages, journaux-magazines",20238.29,375795,53.85
"2015","75","Nouvelle-Aquitaine","87","Haute-Vienne","08C","Verre",11160.82,375795,29.7
"2015","76","Occitanie","09","Ariège","08A","Ordures ménagères résiduelles",45542.79,152499,298.64
"2015","76","Occitanie","09","Ariège","08B","Emballages, journaux-magazines",7214.61,152499,47.31
"2015","76","Occitanie","09","Ariège","08C","Verre",4820.5,152499,31.61
"2015","76","Occitanie","11","Aude","08A","Ordures ménagères résiduelles",124541.75,366957,339.39
"2015","76","Occitanie","11","Aude","08B","Emballages, journaux-magazines",16506.38,366957,44.98
"2015","76","Occitanie","11","Aude","08C","Verre",9968.9,366957,27.17
"2015","76","Occitanie","12","Aveyron","08A","Ordures ménagères résiduelles",63029.47,279169,225.78
"2015","76","Occitanie","12","Aveyron","08B","Emballages, journaux-magazines",16125.68,279169,57.76
"2015","76","Occitanie","12","Aveyron","08C","Verre",8277.57,279169,29.65
"2015","76","Occitanie","30","Gard","08A","Ordures ménagères résiduelles",214672.93,738189,290.81
"2015","76","Occitanie","30","Gard","08B","Emballages, journaux-magazines",33350.51,738189,45.18
"2015","76","Occitanie","30","Gard","08C","Verre",19985.8,738189,27.07
"2015","76","Occitanie","31","Haute-Garonne","08A","Ordures ménagères résiduelles",347505.45,1335103,260.28
"2015","76","Occitanie","31","Haute-Garonne","08B","Emballages, journaux-magazines",59095.74,1335103,44.26
"2015","76","Occitanie","31","Haute-Garonne","08C","Verre",35163.9,1335103,26.34
"2015","76","Occitanie","32","Gers","08A","Ordures ménagères résiduelles",46411.18,190932,243.08
"2015","76","Occitanie","32","Gers","08B","Emballages, journaux-magazines",9844.51,190932,51.56
"2015","76","Occitanie","32","Gers","08C","Verre",6389.29,190932,33.46
"2015","76","Occitanie","34","Hérault","08A","Ordures ménagères résiduelles",347493.58,1120190,310.21
"2015","76","Occitanie","34","Hérault","08B","Emballages, journaux-magazines",51743.77,1120190,46.19
"2015","76","Occitanie","34","Hérault","08C","Verre",32217.13,1120190,28.76
"2015","76","Occitanie","34","Hérault","08D","Déchets de produits alimentaires",7672,1120190,6.85
"2015","76","Occitanie","46","Lot","08A","Ordures ménagères résiduelles",40294.34,173400,232.38
"2015","76","Occitanie","46","Lot","08B","Emballages, journaux-magazines",15284.57,173400,88.15
"2015","76","Occitanie","46","Lot","08C","Verre",6959.27,173400,40.13
"2015","76","Occitanie","48","Lozère","08A","Ordures ménagères résiduelles",20786.37,76309,272.4
"2015","76","Occitanie","48","Lozère","08B","Emballages, journaux-magazines",4141.99,76309,54.28
"2015","76","Occitanie","48","Lozère","08C","Verre",2447.01,76309,32.07
"2015","76","Occitanie","65","Hautes-Pyrénées","08A","Ordures ménagères résiduelles",65117.59,228582,284.88
"2015","76","Occitanie","65","Hautes-Pyrénées","08B","Emballages, journaux-magazines",11986.63,228582,52.44
"2015","76","Occitanie","65","Hautes-Pyrénées","08C","Verre",7442.49,228582,32.56
"2015","76","Occitanie","66","Pyrénées-Orientales","08A","Ordures ménagères résiduelles",156852.56,471038,332.99
"2015","76","Occitanie","66","Pyrénées-Orientales","08B","Emballages, journaux-magazines",27541.44,471038,58.47
"2015","76","Occitanie","66","Pyrénées-Orientales","08C","Verre",15157.24,471038,32.18
"2015","76","Occitanie","81","Tarn","08A","Ordures ménagères résiduelles",94668.79,386543,244.91
"2015","76","Occitanie","81","Tarn","08B","Emballages, journaux-magazines",22445.28,386543,58.07
"2015","76","Occitanie","81","Tarn","08C","Verre",11582.89,386543,29.97
"2015","76","Occitanie","82","Tarn-et-Garonne","08A","Ordures ménagères résiduelles",62831.01,255274,246.13
"2015","76","Occitanie","82","Tarn-et-Garonne","08B","Emballages, journaux-magazines",15547.67,255274,60.91
"2015","76","Occitanie","82","Tarn-et-Garonne","08C","Verre",7187.38,255274,28.16
"2015","52","Pays de la Loire","44","Loire-Atlantique","08A","Ordures ménagères résiduelles",277004.57,1366203,202.76
"2015","52","Pays de la Loire","44","Loire-Atlantique","08B","Emballages, journaux-magazines",66705.95,1366203,48.83
"2015","52","Pays de la Loire","44","Loire-Atlantique","08C","Verre",52645.39,1366203,38.53
"2015","52","Pays de la Loire","49","Maine-et-Loire","08A","Ordures ménagères résiduelles",130293.32,809210,161.01
"2015","52","Pays de la Loire","49","Maine-et-Loire","08B","Emballages, journaux-magazines",43221.11,809210,53.41
"2015","52","Pays de la Loire","49","Maine-et-Loire","08C","Verre",30501.54,809210,37.69
"2015","52","Pays de la Loire","49","Maine-et-Loire","08D","Déchets de produits alimentaires",152,809210,0.19
"2015","52","Pays de la Loire","53","Mayenne","08A","Ordures ménagères résiduelles",56134.77,307940,182.29
"2015","52","Pays de la Loire","53","Mayenne","08B","Emballages, journaux-magazines",15273.86,307940,49.6
"2015","52","Pays de la Loire","53","Mayenne","08C","Verre",10607.29,307940,34.45
"2015","52","Pays de la Loire","72","Sarthe","08A","Ordures ménagères résiduelles",104836.88,568445,184.43
"2015","52","Pays de la Loire","72","Sarthe","08B","Emballages, journaux-magazines",29398.69,568445,51.72
"2015","52","Pays de la Loire","72","Sarthe","08C","Verre",19482.13,568445,34.27
"2015","52","Pays de la Loire","85","Vendée","08A","Ordures ménagères résiduelles",128550.64,666714,192.81
"2015","52","Pays de la Loire","85","Vendée","08B","Emballages, journaux-magazines",38917.42,666714,58.37
"2015","52","Pays de la Loire","85","Vendée","08C","Verre",30969.19,666714,46.45
"2015","52","Pays de la Loire","85","Vendée","08D","Déchets de produits alimentaires",1027.18,666714,1.54
"2015","93","Provence-Alpes-Côte d'Azur","04","Alpes-de-Haute-Provence","08A","Ordures ménagères résiduelles",59452.2,161799,367.44
"2015","93","Provence-Alpes-Côte d'Azur","04","Alpes-de-Haute-Provence","08B","Emballages, journaux-magazines",5607.53,161799,34.66
"2015","93","Provence-Alpes-Côte d'Azur","04","Alpes-de-Haute-Provence","08C","Verre",4326.38,161799,26.74
"2015","93","Provence-Alpes-Côte d'Azur","05","Hautes-Alpes","08A","Ordures ménagères résiduelles",46329.96,140916,328.78
"2015","93","Provence-Alpes-Côte d'Azur","05","Hautes-Alpes","08B","Emballages, journaux-magazines",7277.22,140916,51.64
"2015","93","Provence-Alpes-Côte d'Azur","05","Hautes-Alpes","08C","Verre",5806.84,140916,41.21
"2015","93","Provence-Alpes-Côte d'Azur","06","Alpes-Maritimes","08A","Ordures ménagères résiduelles",452008.04,1082440,417.58
"2015","93","Provence-Alpes-Côte d'Azur","06","Alpes-Maritimes","08B","Emballages, journaux-magazines",43358.96,1082440,40.06
"2015","93","Provence-Alpes-Côte d'Azur","06","Alpes-Maritimes","08C","Verre",24674.22,1082440,22.8
"2015","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône","08A","Ordures ménagères résiduelles",760504.6,2016622,377.12
"2015","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône","08B","Emballages, journaux-magazines",50952.69,2016622,25.27
"2015","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône","08C","Verre",29080.85,2016622,14.42
"2015","93","Provence-Alpes-Côte d'Azur","83","Var","08A","Ordures ménagères résiduelles",454035.11,1048652,432.97
"2015","93","Provence-Alpes-Côte d'Azur","83","Var","08B","Emballages, journaux-magazines",42348.74,1048652,40.38
"2015","93","Provence-Alpes-Côte d'Azur","83","Var","08C","Verre",27424.24,1048652,26.15
"2015","93","Provence-Alpes-Côte d'Azur","84","Vaucluse","08A","Ordures ménagères résiduelles",190281.88,557548,341.28
"2015","93","Provence-Alpes-Côte d'Azur","84","Vaucluse","08B","Emballages, journaux-magazines",22430.24,557548,40.23
"2015","93","Provence-Alpes-Côte d'Azur","84","Vaucluse","08C","Verre",15148.35,557548,27.17
"2017","84","Auvergne-Rhône-Alpes","01","Ain","08A","Ordures ménagères résiduelles",120762.54,643350,187.71
"2017","84","Auvergne-Rhône-Alpes","01","Ain","08B","Emballages, journaux-magazines",28613.6,643350,44.48
"2017","84","Auvergne-Rhône-Alpes","01","Ain","08C","Verre",21763.62,643350,33.83
"2017","84","Auvergne-Rhône-Alpes","03","Allier","08A","Ordures ménagères résiduelles",87596.26,337988,259.17
"2017","84","Auvergne-Rhône-Alpes","03","Allier","08B","Emballages, journaux-magazines",18562.77,337988,54.92
"2017","84","Auvergne-Rhône-Alpes","03","Allier","08C","Verre",10443.73,337988,30.9
"2017","84","Auvergne-Rhône-Alpes","03","Allier","08D","Déchets de produits alimentaires",72,337988,0.21
"2017","84","Auvergne-Rhône-Alpes","07","Ardèche","08A","Ordures ménagères résiduelles",78693.93,325712,241.61
"2017","84","Auvergne-Rhône-Alpes","07","Ardèche","08B","Emballages, journaux-magazines",13765.16,325712,42.26
"2017","84","Auvergne-Rhône-Alpes","07","Ardèche","08C","Verre",12064.34,325712,37.04
"2017","84","Auvergne-Rhône-Alpes","15","Cantal","08A","Ordures ménagères résiduelles",35744.36,145143,246.27
"2017","84","Auvergne-Rhône-Alpes","15","Cantal","08B","Emballages, journaux-magazines",7835.75,145143,53.99
"2017","84","Auvergne-Rhône-Alpes","15","Cantal","08C","Verre",4589.99,145143,31.62
"2017","84","Auvergne-Rhône-Alpes","26","Drôme","08A","Ordures ménagères résiduelles",126174.1,511553,246.65
"2017","84","Auvergne-Rhône-Alpes","26","Drôme","08B","Emballages, journaux-magazines",20291.15,511553,39.67
"2017","84","Auvergne-Rhône-Alpes","26","Drôme","08C","Verre",15891.02,511553,31.06
"2017","84","Auvergne-Rhône-Alpes","38","Isère","08A","Ordures ménagères résiduelles",270874.54,1258722,215.2
"2017","84","Auvergne-Rhône-Alpes","38","Isère","08B","Emballages, journaux-magazines",60284.88,1258722,47.89
"2017","84","Auvergne-Rhône-Alpes","38","Isère","08C","Verre",34212.38,1258722,27.18
"2017","84","Auvergne-Rhône-Alpes","38","Isère","08D","Déchets de produits alimentaires",1802.69,1258722,1.43
"2017","84","Auvergne-Rhône-Alpes","42","Loire","08A","Ordures ménagères résiduelles",171271.28,762941,224.49
"2017","84","Auvergne-Rhône-Alpes","42","Loire","08B","Emballages, journaux-magazines",35045.15,762941,45.93
"2017","84","Auvergne-Rhône-Alpes","42","Loire","08C","Verre",19006.88,762941,24.91
"2017","84","Auvergne-Rhône-Alpes","42","Loire","08D","Déchets de produits alimentaires",24.98,762941,0.03
"2017","84","Auvergne-Rhône-Alpes","43","Haute-Loire","08A","Ordures ménagères résiduelles",48463.4,227283,213.23
"2017","84","Auvergne-Rhône-Alpes","43","Haute-Loire","08B","Emballages, journaux-magazines",11896.2,227283,52.34
"2017","84","Auvergne-Rhône-Alpes","43","Haute-Loire","08C","Verre",7001.53,227283,30.81
"2017","84","Auvergne-Rhône-Alpes","63","Puy-de-Dôme","08A","Ordures ménagères résiduelles",136681.57,653742,209.08
"2017","84","Auvergne-Rhône-Alpes","63","Puy-de-Dôme","08B","Emballages, journaux-magazines",39543.84,653742,60.49
"2017","84","Auvergne-Rhône-Alpes","63","Puy-de-Dôme","08C","Verre",19593.61,653742,29.97
"2017","84","Auvergne-Rhône-Alpes","63","Puy-de-Dôme","08D","Déchets de produits alimentaires",336.32,653742,0.51
"2017","84","Auvergne-Rhône-Alpes","69","Rhône","08A","Ordures ménagères résiduelles",404280.06,1843319,219.32
"2017","84","Auvergne-Rhône-Alpes","69","Rhône","08B","Emballages, journaux-magazines",83215.89,1843319,45.14
"2017","84","Auvergne-Rhône-Alpes","69","Rhône","08C","Verre",44622.75,1843319,24.21
"2017","84","Auvergne-Rhône-Alpes","73","Savoie","08A","Ordures ménagères résiduelles",127977.19,431174,296.81
"2017","84","Auvergne-Rhône-Alpes","73","Savoie","08B","Emballages, journaux-magazines",25467.69,431174,59.07
"2017","84","Auvergne-Rhône-Alpes","73","Savoie","08C","Verre",20911.22,431174,48.5
"2017","84","Auvergne-Rhône-Alpes","73","Savoie","08D","Déchets de produits alimentaires",449.25,431174,1.04
"2017","84","Auvergne-Rhône-Alpes","74","Haute-Savoie","08A","Ordures ménagères résiduelles",225440.39,807360,279.23
"2017","84","Auvergne-Rhône-Alpes","74","Haute-Savoie","08B","Emballages, journaux-magazines",33273.28,807360,41.21
"2017","84","Auvergne-Rhône-Alpes","74","Haute-Savoie","08C","Verre",35467.96,807360,43.93
"2017","84","Auvergne-Rhône-Alpes","74","Haute-Savoie","08D","Déchets de produits alimentaires",335.73,807360,0.42
"2017","27","Bourgogne-Franche-Comté","21","Cote-d'Or","08A","Ordures ménagères résiduelles",116177.09,533819,217.63
"2017","27","Bourgogne-Franche-Comté","21","Cote-d'Or","08B","Emballages, journaux-magazines",30423.78,533819,56.99
"2017","27","Bourgogne-Franche-Comté","21","Cote-d'Or","08C","Verre",20638.61,533819,38.66
"2017","27","Bourgogne-Franche-Comté","21","Cote-d'Or","08D","Déchets de produits alimentaires",114,533819,0.21
"2017","27","Bourgogne-Franche-Comté","25","Doubs","08A","Ordures ménagères résiduelles",94205.13,539067,174.76
"2017","27","Bourgogne-Franche-Comté","25","Doubs","08B","Emballages, journaux-magazines",29138.86,539067,54.05
"2017","27","Bourgogne-Franche-Comté","25","Doubs","08C","Verre",20333.55,539067,37.72
"2017","27","Bourgogne-Franche-Comté","39","Jura","08A","Ordures ménagères résiduelles",49895.47,260188,191.77
"2017","27","Bourgogne-Franche-Comté","39","Jura","08B","Emballages, journaux-magazines",16386.41,260188,62.98
"2017","27","Bourgogne-Franche-Comté","39","Jura","08C","Verre",11661.37,260188,44.82
"2017","27","Bourgogne-Franche-Comté","58","Nièvre","08A","Ordures ménagères résiduelles",40256.64,207182,194.31
"2017","27","Bourgogne-Franche-Comté","58","Nièvre","08B","Emballages, journaux-magazines",10530,207182,50.82
"2017","27","Bourgogne-Franche-Comté","58","Nièvre","08C","Verre",8488.77,207182,40.97
"2017","27","Bourgogne-Franche-Comté","58","Nièvre","08D","Déchets de produits alimentaires",3221.26,207182,15.55
"2017","27","Bourgogne-Franche-Comté","70","Haute-Saône","08A","Ordures ménagères résiduelles",32503.11,236659,137.34
"2017","27","Bourgogne-Franche-Comté","70","Haute-Saône","08B","Emballages, journaux-magazines",17386.09,236659,73.46
"2017","27","Bourgogne-Franche-Comté","70","Haute-Saône","08C","Verre",10547.93,236659,44.57
"2017","27","Bourgogne-Franche-Comté","70","Haute-Saône","08D","Déchets de produits alimentaires",35.6,236659,0.15
"2017","27","Bourgogne-Franche-Comté","71","Saône-et-Loire","08A","Ordures ménagères résiduelles",112208.1,553595,202.69
"2017","27","Bourgogne-Franche-Comté","71","Saône-et-Loire","08B","Emballages, journaux-magazines",26187.19,553595,47.3
"2017","27","Bourgogne-Franche-Comté","71","Saône-et-Loire","08C","Verre",20857.84,553595,37.68
"2017","27","Bourgogne-Franche-Comté","89","Yonne","08A","Ordures ménagères résiduelles",67866.22,338291,200.61
"2017","27","Bourgogne-Franche-Comté","89","Yonne","08B","Emballages, journaux-magazines",19966.99,338291,59.02
"2017","27","Bourgogne-Franche-Comté","89","Yonne","08C","Verre",12460.8,338291,36.83
"2017","27","Bourgogne-Franche-Comté","89","Yonne","08D","Déchets de produits alimentaires",2612.37,338291,7.72
"2017","27","Bourgogne-Franche-Comté","90","Territoire-de-Belfort","08A","Ordures ménagères résiduelles",31672.3,142622,222.07
"2017","27","Bourgogne-Franche-Comté","90","Territoire-de-Belfort","08B","Emballages, journaux-magazines",8420.11,142622,59.04
"2017","27","Bourgogne-Franche-Comté","90","Territoire-de-Belfort","08C","Verre",4464.6,142622,31.3
"2017","53","Bretagne","22","Cotes-d'Armor","08A","Ordures ménagères résiduelles",131133.97,598814,218.99
"2017","53","Bretagne","22","Cotes-d'Armor","08B","Emballages, journaux-magazines",43128.03,598814,72.02
"2017","53","Bretagne","22","Cotes-d'Armor","08C","Verre",28863.83,598814,48.2
"2017","53","Bretagne","22","Cotes-d'Armor","08D","Déchets de produits alimentaires",219,598814,0.37
"2017","53","Bretagne","29","Finistère","08A","Ordures ménagères résiduelles",210087.2,909028,231.11
"2017","53","Bretagne","29","Finistère","08B","Emballages, journaux-magazines",54837.2,909028,60.33
"2017","53","Bretagne","29","Finistère","08C","Verre",40513.64,909028,44.57
"2017","53","Bretagne","29","Finistère","08D","Déchets de produits alimentaires",232,909028,0.26
"2017","53","Bretagne","35","Ille-et-Vilaine","08A","Ordures ménagères résiduelles",191200.42,1060199,180.34
"2017","53","Bretagne","35","Ille-et-Vilaine","08B","Emballages, journaux-magazines",56040.94,1060199,52.86
"2017","53","Bretagne","35","Ille-et-Vilaine","08C","Verre",42271.93,1060199,39.87
"2017","53","Bretagne","35","Ille-et-Vilaine","08D","Déchets de produits alimentaires",2711.06,1060199,2.56
"2017","53","Bretagne","56","Morbihan","08A","Ordures ménagères résiduelles",149381.4,750863,198.95
"2017","53","Bretagne","56","Morbihan","08B","Emballages, journaux-magazines",44162.27,750863,58.82
"2017","53","Bretagne","56","Morbihan","08C","Verre",39279.81,750863,52.31
"2017","53","Bretagne","56","Morbihan","08D","Déchets de produits alimentaires",7731.22,750863,10.3
"2017","24","Centre-Val de Loire","18","Cher","08A","Ordures ménagères résiduelles",61659.08,304256,202.66
"2017","24","Centre-Val de Loire","18","Cher","08B","Emballages, journaux-magazines",15334.7,304256,50.4
"2017","24","Centre-Val de Loire","18","Cher","08C","Verre",10884.12,304256,35.77
"2017","24","Centre-Val de Loire","18","Cher","08D","Déchets de produits alimentaires",22.94,304256,0.08
"2017","24","Centre-Val de Loire","28","Eure-et-Loir","08A","Ordures ménagères résiduelles",103480.5,433233,238.86
"2017","24","Centre-Val de Loire","28","Eure-et-Loir","08B","Emballages, journaux-magazines",21543.68,433233,49.73
"2017","24","Centre-Val de Loire","28","Eure-et-Loir","08C","Verre",12984.1,433233,29.97
"2017","24","Centre-Val de Loire","36","Indre","08A","Ordures ménagères résiduelles",39662.49,222232,178.47
"2017","24","Centre-Val de Loire","36","Indre","08B","Emballages, journaux-magazines",20131.97,222232,90.59
"2017","24","Centre-Val de Loire","36","Indre","08C","Verre",8625.14,222232,38.81
"2017","24","Centre-Val de Loire","37","Indre-et-Loire","08A","Ordures ménagères résiduelles",128608.53,606511,212.05
"2017","24","Centre-Val de Loire","37","Indre-et-Loire","08B","Emballages, journaux-magazines",35563.31,606511,58.64
"2017","24","Centre-Val de Loire","37","Indre-et-Loire","08C","Verre",22274.19,606511,36.73
"2017","24","Centre-Val de Loire","41","Loir-et-Cher","08A","Ordures ménagères résiduelles",73941.61,331915,222.77
"2017","24","Centre-Val de Loire","41","Loir-et-Cher","08B","Emballages, journaux-magazines",14050.05,331915,42.33
"2017","24","Centre-Val de Loire","41","Loir-et-Cher","08C","Verre",12048.05,331915,36.3
"2017","24","Centre-Val de Loire","45","Loiret","08A","Ordures ménagères résiduelles",145686.63,678105,214.84
"2017","24","Centre-Val de Loire","45","Loiret","08B","Emballages, journaux-magazines",30244.17,678105,44.6
"2017","24","Centre-Val de Loire","45","Loiret","08C","Verre",18483.71,678105,27.26
"2017","24","Centre-Val de Loire","45","Loiret","08D","Déchets de produits alimentaires",43.45,678105,0.06
"2017","94","Corse","2A","Corse-du-Sud","08A","Ordures ménagères résiduelles",73766.6,157249,469.11
"2017","94","Corse","2A","Corse-du-Sud","08B","Emballages, journaux-magazines",4704.88,157249,29.92
"2017","94","Corse","2A","Corse-du-Sud","08C","Verre",4933.52,157249,31.37
"2017","94","Corse","2B","Haute-Corse","08A","Ordures ménagères résiduelles",70996.77,177689,399.56
"2017","94","Corse","2B","Haute-Corse","08B","Emballages, journaux-magazines",6983.03,177689,39.3
"2017","94","Corse","2B","Haute-Corse","08C","Verre",5817.54,177689,32.74
"2017","94","Corse","2B","Haute-Corse","08D","Déchets de produits alimentaires",991.21,177689,5.58
"2017","97","DROM-COM","971","Guadeloupe","08A","Ordures ménagères résiduelles",129336.05,390253,331.42
"2017","97","DROM-COM","971","Guadeloupe","08B","Emballages, journaux-magazines",2769.26,390253,7.1
"2017","97","DROM-COM","971","Guadeloupe","08C","Verre",2023.34,390253,5.18
"2017","97","DROM-COM","972","Martinique","08A","Ordures ménagères résiduelles",121600.41,372594,326.36
"2017","97","DROM-COM","972","Martinique","08B","Emballages, journaux-magazines",6637.71,372594,17.81
"2017","97","DROM-COM","972","Martinique","08C","Verre",3715.04,372594,9.97
"2017","97","DROM-COM","972","Martinique","08D","Déchets de produits alimentaires",2384.18,372594,6.4
"2017","97","DROM-COM","973","Guyane","08A","Ordures ménagères résiduelles",61619,268700,229.32
"2017","97","DROM-COM","973","Guyane","08B","Emballages, journaux-magazines",1640.05,268700,6.1
"2017","97","DROM-COM","973","Guyane","08C","Verre",5420.88,268700,20.17
"2017","97","DROM-COM","974","La Réunion","08A","Ordures ménagères résiduelles",219437.79,853659,257.06
"2017","97","DROM-COM","974","La Réunion","08B","Emballages, journaux-magazines",28179.09,853659,33.01
"2017","97","DROM-COM","974","La Réunion","08C","Verre",12167.86,853659,14.25
"2017","97","DROM-COM","974","La Réunion","08D","Déchets de produits alimentaires",6440,853659,7.54
"2017","97","DROM-COM","976","Mayotte","08A","Ordures ménagères résiduelles",56019.66,256518,218.38
"2017","97","DROM-COM","976","Mayotte","08B","Emballages, journaux-magazines",0,256518,0
"2017","97","DROM-COM","976","Mayotte","08C","Verre",0,256518,0
"2017","44","Grand Est","08","Ardennes","08A","Ordures ménagères résiduelles",65726.37,273579,240.25
"2017","44","Grand Est","08","Ardennes","08B","Emballages, journaux-magazines",16841.3,273579,61.56
"2017","44","Grand Est","08","Ardennes","08C","Verre",10010.88,273579,36.59
"2017","44","Grand Est","10","Aube","08A","Ordures ménagères résiduelles",72743.66,310020,234.64
"2017","44","Grand Est","10","Aube","08B","Emballages, journaux-magazines",17274.97,310020,55.72
"2017","44","Grand Est","10","Aube","08C","Verre",10935.64,310020,35.27
"2017","44","Grand Est","51","Marne","08A","Ordures ménagères résiduelles",135598.98,568854,238.37
"2017","44","Grand Est","51","Marne","08B","Emballages, journaux-magazines",27405.68,568854,48.18
"2017","44","Grand Est","51","Marne","08C","Verre",22172.95,568854,38.98
"2017","44","Grand Est","51","Marne","08D","Déchets de produits alimentaires",47.64,568854,0.08
"2017","44","Grand Est","52","Haute-Marne","08A","Ordures ménagères résiduelles",40673.96,175640,231.58
"2017","44","Grand Est","52","Haute-Marne","08B","Emballages, journaux-magazines",7918.53,175640,45.08
"2017","44","Grand Est","52","Haute-Marne","08C","Verre",6919.51,175640,39.4
"2017","44","Grand Est","54","Meurthe-et-Moselle","08A","Ordures ménagères résiduelles",177158.27,733481,241.53
"2017","44","Grand Est","54","Meurthe-et-Moselle","08B","Emballages, journaux-magazines",34269.47,733481,46.72
"2017","44","Grand Est","54","Meurthe-et-Moselle","08C","Verre",19455.73,733481,26.53
"2017","44","Grand Est","55","Meuse","08A","Ordures ménagères résiduelles",42177.5,187187,225.32
"2017","44","Grand Est","55","Meuse","08B","Emballages, journaux-magazines",9277.3,187187,49.56
"2017","44","Grand Est","55","Meuse","08C","Verre",7396.92,187187,39.52
"2017","44","Grand Est","57","Moselle","08A","Ordures ménagères résiduelles",229928.44,1043522,220.34
"2017","44","Grand Est","57","Moselle","08B","Emballages, journaux-magazines",61769,1043522,59.19
"2017","44","Grand Est","57","Moselle","08C","Verre",33199.34,1043522,31.81
"2017","44","Grand Est","57","Moselle","08D","Déchets de produits alimentaires",19313.44,1043522,18.51
"2017","44","Grand Est","67","Bas-Rhin","08A","Ordures ménagères résiduelles",220608.65,1125559,196
"2017","44","Grand Est","67","Bas-Rhin","08B","Emballages, journaux-magazines",63179.82,1125559,56.13
"2017","44","Grand Est","67","Bas-Rhin","08C","Verre",38630.5,1125559,34.32
"2017","44","Grand Est","67","Bas-Rhin","08D","Déchets de produits alimentaires",1227.84,1125559,1.09
"2017","44","Grand Est","68","Haut-Rhin","08A","Ordures ménagères résiduelles",143242.58,764030,187.48
"2017","44","Grand Est","68","Haut-Rhin","08B","Emballages, journaux-magazines",52356.33,764030,68.53
"2017","44","Grand Est","68","Haut-Rhin","08C","Verre",29121.09,764030,38.12
"2017","44","Grand Est","68","Haut-Rhin","08D","Déchets de produits alimentaires",16776.83,764030,21.96
"2017","44","Grand Est","88","Vosges","08A","Ordures ménagères résiduelles",80631.38,367673,219.3
